image,survey_code,quadrat,presabs,val
pic_s12_2017_ne_v_q08.png,s12_2017_ne_v,q08,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, common vetch, red campion, phacelia"
pic_s12_2017_ne_v_q09.png,s12_2017_ne_v,q09,0,"crimson clover, sweet clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion, phacelia"
pic_s12_2017_ne_v_q09.png,s12_2017_ne_v,q09,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, red campion"
pic_s12_2017_ne_v_q10.png,s12_2017_ne_v,q10,0,"crimson clover, sweet clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion"
pic_s12_2017_ne_v_q10.png,s12_2017_ne_v,q10,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, phacelia"
pic_s13_2017_ne_v_q01.png,s13_2017_ne_v,q01,0,"crimson clover, sweet clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, phacelia"
pic_s13_2017_ne_v_q01.png,s13_2017_ne_v,q01,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, white campion"
pic_s13_2017_ne_v_q02.png,s13_2017_ne_v,q02,0,"crimson clover, sweet clover, white clover, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, phacelia"
pic_s13_2017_ne_v_q02.png,s13_2017_ne_v,q02,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, white campion"
pic_s13_2017_ne_v_q03.png,s13_2017_ne_v,q03,0,"crimson clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, phacelia"
pic_s13_2017_ne_v_q03.png,s13_2017_ne_v,q03,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, bird's-foot trefoil, black medick, white campion"
pic_s13_2017_ne_v_q04.png,s13_2017_ne_v,q04,0,"crimson clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion, phacelia"
pic_s13_2017_ne_v_q04.png,s13_2017_ne_v,q04,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, bird's-foot trefoil, black medick, red campion"
pic_s13_2017_ne_v_q05.png,s13_2017_ne_v,q05,0,"crimson clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion, phacelia"
pic_s13_2017_ne_v_q05.png,s13_2017_ne_v,q05,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, bird's-foot trefoil, black medick, red campion"
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,q06,0,"crimson clover, sweet clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, phacelia"
pic_s13_2017_ne_v_q06.png,s13_2017_ne_v,q06,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, red campion, white campion"
pic_s13_2017_ne_v_q07.png,s13_2017_ne_v,q07,0,"crimson clover, sweet clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, phacelia"
pic_s13_2017_ne_v_q07.png,s13_2017_ne_v,q07,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, red campion, white campion"
pic_s13_2017_ne_v_q08.png,s13_2017_ne_v,q08,0,"crimson clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, phacelia"
pic_s13_2017_ne_v_q08.png,s13_2017_ne_v,q08,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, bird's-foot trefoil, black medick, red campion, white campion"
pic_s13_2017_ne_v_q09.png,s13_2017_ne_v,q09,0,"crimson clover, sweet clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, phacelia"
pic_s13_2017_ne_v_q09.png,s13_2017_ne_v,q09,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, white campion"
pic_s13_2017_ne_v_q10.png,s13_2017_ne_v,q10,0,"crimson clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, phacelia"
pic_s13_2017_ne_v_q10.png,s13_2017_ne_v,q10,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, bird's-foot trefoil, black medick, red campion, white campion"
pic_s14_2017_ne_v_q01.png,s14_2017_ne_v,q01,0,"crimson clover, sweet clover, white clover, black medick, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion, phacelia"
pic_s14_2017_ne_v_q01.png,s14_2017_ne_v,q01,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, common vetch, red campion"
pic_s14_2017_ne_v_q02.png,s14_2017_ne_v,q02,0,"crimson clover, sweet clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s14_2017_ne_v_q02.png,s14_2017_ne_v,q02,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick"
pic_s14_2017_ne_v_q03.png,s14_2017_ne_v,q03,0,"crimson clover, sweet clover, white clover, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, phacelia"
pic_s14_2017_ne_v_q03.png,s14_2017_ne_v,q03,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, common vetch, red campion, white campion"
pic_s14_2017_ne_v_q04.png,s14_2017_ne_v,q04,0,"crimson clover, sweet clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion, phacelia"
pic_s14_2017_ne_v_q04.png,s14_2017_ne_v,q04,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, red campion"
pic_s14_2017_ne_v_q05.png,s14_2017_ne_v,q05,0,"crimson clover, sweet clover, white clover, black medick, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion, phacelia"
pic_s14_2017_ne_v_q05.png,s14_2017_ne_v,q05,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, common vetch, red campion"
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,q06,0,"alsike clover, crimson clover, sweet clover, white clover, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion, phacelia"
pic_s14_2017_ne_v_q06.png,s14_2017_ne_v,q06,1,"red clover, sainfoin, lucerne, bird's-foot trefoil, red campion"
pic_s14_2017_ne_v_q07.png,s14_2017_ne_v,q07,0,"crimson clover, sweet clover, white clover, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion, phacelia"
pic_s14_2017_ne_v_q07.png,s14_2017_ne_v,q07,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, common vetch, red campion"
pic_s14_2017_ne_v_q08.png,s14_2017_ne_v,q08,0,"crimson clover, sweet clover, white clover, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion, phacelia"
pic_s14_2017_ne_v_q08.png,s14_2017_ne_v,q08,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, common vetch, red campion"
pic_s14_2017_ne_v_q09.png,s14_2017_ne_v,q09,0,"crimson clover, sweet clover, white clover, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion, phacelia"
pic_s14_2017_ne_v_q09.png,s14_2017_ne_v,q09,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, common vetch, red campion"
pic_s14_2017_ne_v_q10.png,s14_2017_ne_v,q10,0,"crimson clover, sweet clover, white clover, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, phacelia"
pic_s14_2017_ne_v_q10.png,s14_2017_ne_v,q10,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, white campion"
pic_s15_2017_ne_v_q01.png,s15_2017_ne_v,q01,0,"crimson clover, sweet clover, white clover, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s15_2017_ne_v_q01.png,s15_2017_ne_v,q01,1,"alsike clover, red clover, bird's-foot trefoil"
pic_s15_2017_ne_v_q02.png,s15_2017_ne_v,q02,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion"
pic_s15_2017_ne_v_q02.png,s15_2017_ne_v,q02,1,"alsike clover, red clover, lucerne, bird's-foot trefoil, phacelia"
pic_s15_2017_ne_v_q03.png,s15_2017_ne_v,q03,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion"
pic_s15_2017_ne_v_q03.png,s15_2017_ne_v,q03,1,"alsike clover, red clover, lucerne, bird's-foot trefoil, phacelia"
pic_s15_2017_ne_v_q04.png,s15_2017_ne_v,q04,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion"
pic_s15_2017_ne_v_q04.png,s15_2017_ne_v,q04,1,"alsike clover, red clover, lucerne, bird's-foot trefoil, phacelia"
pic_s15_2017_ne_v_q05.png,s15_2017_ne_v,q05,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion"
pic_s15_2017_ne_v_q05.png,s15_2017_ne_v,q05,1,"alsike clover, red clover, lucerne, bird's-foot trefoil, common vetch, phacelia"
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,q06,0,"crimson clover, sweet clover, white clover, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s15_2017_ne_v_q06.png,s15_2017_ne_v,q06,1,"alsike clover, red clover, bird's-foot trefoil"
pic_s15_2017_ne_v_q07.png,s15_2017_ne_v,q07,0,"crimson clover, sweet clover, white clover, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s15_2017_ne_v_q07.png,s15_2017_ne_v,q07,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil"
pic_s15_2017_ne_v_q08.png,s15_2017_ne_v,q08,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion"
pic_s15_2017_ne_v_q08.png,s15_2017_ne_v,q08,1,"alsike clover, red clover, lucerne, bird's-foot trefoil, phacelia"
pic_s15_2017_ne_v_q09.png,s15_2017_ne_v,q09,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion"
pic_s15_2017_ne_v_q09.png,s15_2017_ne_v,q09,1,"alsike clover, red clover, lucerne, bird's-foot trefoil, phacelia"
pic_s15_2017_ne_v_q10.png,s15_2017_ne_v,q10,0,"crimson clover, sweet clover, white clover, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion"
pic_s15_2017_ne_v_q10.png,s15_2017_ne_v,q10,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, phacelia"
pic_s16_2017_ne_v_q01.png,s16_2017_ne_v,q01,0,"crimson clover, sweet clover, white clover, sainfoin, lucerne, black medick, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s16_2017_ne_v_q01.png,s16_2017_ne_v,q01,1,"alsike clover, red clover, bird's-foot trefoil, common vetch"
pic_s16_2017_ne_v_q02.png,s16_2017_ne_v,q02,0,"crimson clover, sweet clover, white clover, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s16_2017_ne_v_q02.png,s16_2017_ne_v,q02,1,"alsike clover, red clover, bird's-foot trefoil"
pic_s16_2017_ne_v_q03.png,s16_2017_ne_v,q03,0,"crimson clover, sweet clover, white clover, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s16_2017_ne_v_q03.png,s16_2017_ne_v,q03,1,"alsike clover, red clover, bird's-foot trefoil"
pic_s16_2017_ne_v_q04.png,s16_2017_ne_v,q04,0,"crimson clover, sweet clover, white clover, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s16_2017_ne_v_q04.png,s16_2017_ne_v,q04,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil"
pic_s16_2017_ne_v_q05.png,s16_2017_ne_v,q05,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s16_2017_ne_v_q05.png,s16_2017_ne_v,q05,1,"alsike clover, red clover, lucerne, bird's-foot trefoil"
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,q06,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s16_2017_ne_v_q06.png,s16_2017_ne_v,q06,1,"alsike clover, red clover, lucerne, bird's-foot trefoil"
pic_s16_2017_ne_v_q07.png,s16_2017_ne_v,q07,0,"crimson clover, sweet clover, white clover, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s16_2017_ne_v_q07.png,s16_2017_ne_v,q07,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil"
pic_s16_2017_ne_v_q08.png,s16_2017_ne_v,q08,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s16_2017_ne_v_q08.png,s16_2017_ne_v,q08,1,"alsike clover, red clover, lucerne, bird's-foot trefoil"
pic_s16_2017_ne_v_q09.png,s16_2017_ne_v,q09,0,"crimson clover, sweet clover, white clover, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s16_2017_ne_v_q09.png,s16_2017_ne_v,q09,1,"alsike clover, red clover, bird's-foot trefoil"
pic_s16_2017_ne_v_q10.png,s16_2017_ne_v,q10,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s16_2017_ne_v_q10.png,s16_2017_ne_v,q10,1,"alsike clover, red clover, lucerne, bird's-foot trefoil"
pic_s18_2018_ne_q01.png,s18_2018_ne,q01,1,"clover, crimson clover, red clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, white campion, phacelia, borage"
pic_s18_2018_ne_q02.png,s18_2018_ne,q02,1,"clover, crimson clover, red clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, white campion, phacelia, borage"
pic_s18_2018_ne_q03.png,s18_2018_ne,q03,1,"clover, crimson clover, red clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, white campion, phacelia, borage"
pic_s18_2018_ne_q04.png,s18_2018_ne,q04,1,"clover, crimson clover, red clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, white campion, phacelia, borage"
pic_s18_2018_ne_q05.png,s18_2018_ne,q05,1,"clover, crimson clover, red clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, white campion, phacelia, borage"
pic_s18_2018_ne_q06.png,s18_2018_ne,q06,1,"clover, crimson clover, red clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, white campion, phacelia, borage"
pic_s18_2018_ne_q07.png,s18_2018_ne,q07,1,"clover, crimson clover, red clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, white campion, phacelia, borage"
pic_s18_2018_ne_q08.png,s18_2018_ne,q08,1,"clover, crimson clover, red clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, white campion, phacelia, borage"
pic_s18_2018_ne_q09.png,s18_2018_ne,q09,1,"clover, crimson clover, red clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, white campion, phacelia, borage"
pic_s18_2018_ne_q10.png,s18_2018_ne,q10,1,"clover, crimson clover, red clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, white campion, phacelia, borage"
pic_s19_2018_ne_q01.png,s19_2018_ne,q01,0,"crimson clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, phacelia, borage"
pic_s19_2018_ne_q01.png,s19_2018_ne,q01,1,"alsike clover, red clover, lucerne, black medick, red campion, white campion"
pic_s19_2018_ne_q02.png,s19_2018_ne,q02,0,"crimson clover, sweet clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, white campion, phacelia, borage"
pic_s19_2018_ne_q02.png,s19_2018_ne,q02,1,"alsike clover, red clover, bird's-foot trefoil, sainfoin, lucerne, black medick, red campion"
pic_s19_2018_ne_q03.png,s19_2018_ne,q03,0,"crimson clover, sweet clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, phacelia, borage"
pic_s19_2018_ne_q03.png,s19_2018_ne,q03,1,"alsike clover, red clover, bird's-foot trefoil, sainfoin, lucerne, black medick, white campion"
pic_s19_2018_ne_q04.png,s19_2018_ne,q04,0,"crimson clover, sweet clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, white campion, phacelia, borage"
pic_s19_2018_ne_q04.png,s19_2018_ne,q04,1,"alsike clover, red clover, bird's-foot trefoil, sainfoin, lucerne, black medick, red campion"
pic_s19_2018_ne_q05.png,s19_2018_ne,q05,0,"crimson clover, sweet clover, white clover, bird's-foot trefoil, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, white campion, phacelia, borage"
pic_s19_2018_ne_q05.png,s19_2018_ne,q05,1,"alsike clover, red clover, sainfoin, lucerne, black medick, red campion"
pic_s19_2018_ne_q06.png,s19_2018_ne,q06,0,"alsike clover, crimson clover, sweet clover, white clover, sainfoin, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, phacelia, borage"
pic_s19_2018_ne_q06.png,s19_2018_ne,q06,1,"red clover, bird's-foot trefoil, lucerne, black medick, red campion, white campion"
pic_s19_2018_ne_q07.png,s19_2018_ne,q07,0,"crimson clover, sweet clover, white clover, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, phacelia, borage"
pic_s19_2018_ne_q07.png,s19_2018_ne,q07,1,"alsike clover, red clover, bird's-foot trefoil, sainfoin, lucerne, white campion"
pic_s19_2018_ne_q08.png,s19_2018_ne,q08,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, white campion, phacelia, borage"
pic_s19_2018_ne_q08.png,s19_2018_ne,q08,1,"alsike clover, red clover, bird's-foot trefoil, lucerne, red campion"
pic_s19_2018_ne_q09.png,s19_2018_ne,q09,0,"crimson clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, phacelia, borage"
pic_s19_2018_ne_q09.png,s19_2018_ne,q09,1,"alsike clover, red clover, lucerne, red campion, white campion"
pic_s19_2018_ne_q10.png,s19_2018_ne,q10,0,"alsike clover, crimson clover, sweet clover, white clover, sainfoin, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, white campion, phacelia, borage"
pic_s19_2018_ne_q10.png,s19_2018_ne,q10,1,"red clover, bird's-foot trefoil, lucerne, black medick, red campion"
pic_s20_2018_ne_q01.png,s20_2018_ne,q01,0,"crimson clover, red clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, white campion, phacelia, borage"
pic_s20_2018_ne_q01.png,s20_2018_ne,q01,1,"alsike clover, bird's-foot trefoil, lucerne, red campion"
pic_s20_2018_ne_q02.png,s20_2018_ne,q02,0,"crimson clover, red clover, sweet clover, white clover, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, phacelia, borage"
pic_s20_2018_ne_q02.png,s20_2018_ne,q02,1,"alsike clover, bird's-foot trefoil, white campion"
pic_s20_2018_ne_q03.png,s20_2018_ne,q03,0,"crimson clover, red clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, phacelia, borage"
pic_s20_2018_ne_q03.png,s20_2018_ne,q03,1,"alsike clover, bird's-foot trefoil, lucerne, red campion, white campion"
pic_s20_2018_ne_q04.png,s20_2018_ne,q04,0,"crimson clover, sweet clover, white clover, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, phacelia, borage"
pic_s20_2018_ne_q04.png,s20_2018_ne,q04,1,"alsike clover, red clover, bird's-foot trefoil, red campion, white campion"
pic_s20_2018_ne_q05.png,s20_2018_ne,q05,0,"crimson clover, sweet clover, white clover, sainfoin, lucerne, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, phacelia, borage"
pic_s20_2018_ne_q05.png,s20_2018_ne,q05,1,"alsike clover, red clover, bird's-foot trefoil, black medick, red campion, white campion"
pic_s20_2018_ne_q06.png,s20_2018_ne,q06,0,"alsike clover, crimson clover, sweet clover, white clover, sainfoin, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, white campion, phacelia, borage"
pic_s20_2018_ne_q06.png,s20_2018_ne,q06,1,"red clover, bird's-foot trefoil, lucerne, black medick"
pic_s20_2018_ne_q07.png,s20_2018_ne,q07,0,"crimson clover, sweet clover, white clover, sainfoin, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, phacelia, borage"
pic_s20_2018_ne_q07.png,s20_2018_ne,q07,1,"alsike clover, red clover, bird's-foot trefoil, lucerne, black medick, red campion, white campion"
pic_s20_2018_ne_q08.png,s20_2018_ne,q08,0,"alsike clover, crimson clover, sweet clover, white clover, sainfoin, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, white campion, phacelia, borage"
pic_s20_2018_ne_q08.png,s20_2018_ne,q08,1,"red clover, bird's-foot trefoil, lucerne, black medick, red campion"
pic_s20_2018_ne_q09.png,s20_2018_ne,q09,0,"crimson clover, sweet clover, white clover, sainfoin, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, phacelia, borage"
pic_s20_2018_ne_q09.png,s20_2018_ne,q09,1,"alsike clover, red clover, bird's-foot trefoil, lucerne, black medick, white campion"
pic_s20_2018_ne_q10.png,s20_2018_ne,q10,0,"crimson clover, sweet clover, white clover, sainfoin, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, white campion, phacelia, borage"
pic_s20_2018_ne_q10.png,s20_2018_ne,q10,1,"alsike clover, red clover, bird's-foot trefoil, lucerne, black medick, red campion"
pic_s21_2018_ne_q01.png,s21_2018_ne,q01,0,"alsike clover, crimson clover, red clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, white campion, phacelia, borage"
pic_s21_2018_ne_q01.png,s21_2018_ne,q01,1,"bird's-foot trefoil, lucerne, red campion"
pic_s21_2018_ne_q02.png,s21_2018_ne,q02,0,"alsike clover, crimson clover, red clover, sweet clover, white clover, sainfoin, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, phacelia, borage"
pic_s21_2018_ne_q02.png,s21_2018_ne,q02,1,"bird's-foot trefoil, lucerne, black medick, red campion, white campion"
pic_s21_2018_ne_q03.png,s21_2018_ne,q03,0,"alsike clover, crimson clover, red clover, sweet clover, white clover, sainfoin, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, white campion, phacelia, borage"
pic_s21_2018_ne_q03.png,s21_2018_ne,q03,1,"bird's-foot trefoil, lucerne, black medick, red campion"
pic_s21_2018_ne_q04.png,s21_2018_ne,q04,0,"alsike clover, crimson clover, red clover, sweet clover, white clover, bird's-foot trefoil, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, white campion, phacelia, borage"
pic_s21_2018_ne_q04.png,s21_2018_ne,q04,1,"lucerne, red campion"
pic_s21_2018_ne_q05.png,s21_2018_ne,q05,0,"alsike clover, crimson clover, red clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, red campion, phacelia, borage"
pic_s21_2018_ne_q05.png,s21_2018_ne,q05,1,"bird's-foot trefoil, lucerne, white campion"
pic_s21_2018_ne_q06.png,s21_2018_ne,q06,0,"alsike clover, crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, phacelia, borage"
pic_s21_2018_ne_q06.png,s21_2018_ne,q06,1,"red clover, bird's-foot trefoil, lucerne, red campion, white campion"
pic_s21_2018_ne_q07.png,s21_2018_ne,q07,0,"alsike clover, crimson clover, red clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, white campion, phacelia, borage"
pic_s21_2018_ne_q07.png,s21_2018_ne,q07,1,"bird's-foot trefoil, lucerne, red campion"
pic_s21_2018_ne_q08.png,s21_2018_ne,q08,0,"alsike clover, crimson clover, red clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, fenugreek, phacelia, borage"
pic_s21_2018_ne_q08.png,s21_2018_ne,q08,1,"bird's-foot trefoil, lucerne, red campion, white campion"
pic_s21_2018_ne_q09.png,s21_2018_ne,q09,0,"alsike clover, crimson clover, red clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, fenugreek, white campion, phacelia, borage"
pic_s21_2018_ne_q09.png,s21_2018_ne,q09,1,"bird's-foot trefoil, lucerne, wild carrot, red campion"
